text	score	binary	multilevel	id
This painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications ... that have no bearing on the story .	0.138890	0	0	10379
Short and sweet , but also more than anything else slight ... Tadpole pulls back from the consequences of its own actions and revelations .	0.625000	1	3	10380
Has its moments , but it 's pretty far from a treasure .	0.430560	0	2	10381
What more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?	0.097222	0	0	10382
Collateral Damage offers formula payback and the Big Payoff , but the explosions tend to simply hit their marks , pyro-correctly .	0.527780	1	2	10383
The plan to make Enough into ` an inspiring tale of survival wrapped in the heart-pounding suspense of a stylish psychological thriller ' has flopped as surely as a soufflé gone wrong .	0.152780	0	0	10384
Instead of letting the laughs come as they may , Lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , take your pick .	0.166670	0	0	10385
You know that ten bucks you 'd spend on a ticket ?	0.458330	0	2	10386
Just send it to Cranky .	0.333330	0	1	10387
We do n't get paid enough to sit through crap like this .	0.097222	0	0	10388
An even more predictable , cliche-ridden endeavor than its predecessor .	0.208330	0	1	10389
The whole thing plays like a tired Tyco ad .	0.236110	0	1	10390
The film does n't show enough of the creative process or even of what was created for the non-fan to figure out what makes Wilco a big deal .	0.263890	0	1	10391
The soupy end result has the odd distinction of being playful without being fun , too .	0.444440	0	2	10392
No , I do n't know why Steven Seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money .	0.333330	0	1	10393
Even by the intentionally low standards of frat-boy humor , Sorority Boys is a bowser .	0.069444	0	0	10394
One well-timed explosion in a movie can be a knockout , but a hundred of them can be numbing .	0.305560	0	1	10395
Proof of this is Ballistic : Ecks vs. Sever .	0.513890	1	2	10396
Halfway through , however , having sucked dry the undead action flick formula , Blade II mutates into a gross-out monster movie with effects that are more silly than scary .	0.291670	0	1	10397
Weighted down with slow , uninvolving storytelling and flat acting .	0.152780	0	0	10398
We ca n't accuse Kung Pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie .	0.041667	0	0	10399
Unfortunately , we 'd prefer a simple misfire .	0.263890	0	1	10400
There is n't one moment in the film that surprises or delights .	0.166670	0	0	10401
` Would n't it be nice if all guys got a taste of what it 's like on the other side of the bra ? '	0.597220	1	2	10402
The movie is essentially a series of fleetingly interesting actors ' moments .	0.583330	1	2	10403
Most of the information has already appeared in one forum or another and , no matter how Broomfield dresses it up , it tends to speculation , conspiracy theories or , at best , circumstantial evidence .	0.277780	0	1	10404
This movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .	0.125000	0	0	10405
The secrets of time travel will have been discovered , indulged in and rejected as boring before I see this piece of crap again .	0.000000	0	0	10406
Smug , artificial , ill-constructed and fatally overlong ... it never finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera .	0.458330	0	2	10407
Chelsea Walls is a case of too many chefs fussing over too weak a recipe .	0.263890	0	1	10408
Every joke is repeated at least four times .	0.208330	0	1	10409
Every joke is repeated at least four times .	0.208330	0	1	10410
Every joke is repeated at least -- annoying , is n't it ?	0.236110	0	1	10411
Comes across as a fairly weak retooling .	0.236110	0	1	10412
The lousy lead performances ... keep the movie from ever reaching the comic heights it obviously desired .	0.208330	0	1	10413
Its and pieces of The Hot Chick are so hilarious , and Schneider 's performance is so fine , it 's a real shame that so much of the movie -- again , as in The Animal -- is a slapdash mess .	0.333330	0	1	10414
( Creates ) the worst kind of mythologizing , the kind that sacrifices real heroism and abject suffering for melodrama .	0.152780	0	0	10415
The movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .	0.180560	0	0	10416
Earnest and heartfelt but undernourished and plodding .	0.652780	1	3	10417
A sugar-coated Rocky whose valuable messages are forgotten 10 minutes after the last trombone honks .	0.250000	0	1	10418
Romanek keeps adding flourishes -- artsy fantasy sequences -- that simply feel wrong .	0.305560	0	1	10419
They cheapen the overall effect .	0.305560	0	1	10420
Has all the complexity and realistic human behavior of an episode of General Hospital .	0.319440	0	1	10421
An acceptable way to pass a little over an hour with moviegoers ages 8-10 , but it 's unlikely to inspire anything more than a visit to McDonald 's , let alone some savvy street activism .	0.347220	0	1	10422
( Allen 's ) been making piffle for a long while , and Hollywood Ending may be his way of saying that piffle is all that the airhead movie business deserves from him right now .	0.402780	0	2	10423
An exercise in cynicism every bit as ugly as the shabby digital photography and muddy sound .	0.111110	0	0	10424
Not good enough to pass for a litmus test of the generation gap and not bad enough to repulse any generation of its fans .	0.388890	0	1	10425
The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .	0.125000	0	0	10426
Watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say , when Carol Kane appears on the screen .	0.263890	0	1	10427
The scriptwriters are no less a menace to society than the film 's characters .	0.277780	0	1	10428
Merchant has n't directed this movie so much as produced it -- like sausage .	0.402780	0	2	10429
The film has a nearly terminal case of the cutes , and it 's neither as funny nor as charming as it thinks it is .	0.180560	0	0	10430
More a gunfest than a Rock concert .	0.347220	0	1	10431
It 's a frightful vanity film that , no doubt , pays off what debt Miramax felt they owed to Benigni .	0.111110	0	0	10432
A muddy psychological thriller rife with miscalculations .	0.333330	0	1	10433
It makes me say the obvious : Abandon all hope of a good movie ye who enter here .	0.055556	0	0	10434
It 's not original enough .	0.208330	0	1	10435
A listless sci-fi comedy in which Eddie Murphy deploys two guises and elaborate futuristic sets to no particularly memorable effect .	0.166670	0	0	10436
Little more than a super-sized infomercial for the cable-sports channel and its Summer X Games .	0.458330	0	2	10437
A generic bloodbath that often becomes laughably unbearable when it is n't merely offensive .	0.138890	0	0	10438
Julie Davis is the Kathie Lee Gifford of film directors , sadly proving once again ego does n't always go hand in hand with talent .	0.222220	0	1	10439
An unholy mess , driven by the pathetic idea that if you shoot something on crummy-looking videotape , it must be labelled ` hip ' , ` innovative ' and ` realistic ' .	0.069444	0	0	10440
The story 's pathetic and the gags are puerile . .	0.055556	0	0	10441
Curiously , Super Troopers suffers because it does n't have enough vices to merit its 103-minute length .	0.333330	0	1	10442
So bland and utterly forgettable that it might as well have been titled Generic Jennifer Lopez Romantic Comedy .	0.166670	0	0	10443
I was sent a copyof this film to review on DVD .	0.500000	0	2	10444
For free .	0.541670	1	2	10445
I still want my money back .	0.055556	0	0	10446
It plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting .	0.291670	0	1	10447
It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive .	0.430560	0	2	10448
All too familiar ... basically the sort of cautionary tale that was old when ` Angels With Dirty Faces ' appeared in 1938 .	0.375000	0	1	10449
... passable enough for a shoot-out in the o.k. court house of life type of flick .	0.583330	1	2	10450
Strictly middle of the road .	0.486110	0	2	10451
Although purportedly a study in modern alienation , it 's really little more than a particularly slanted , gay s\/m fantasy , enervating and deadeningly drawn-out .	0.333330	0	1	10452
After the first 10 minutes , which is worth seeing , the movie sinks into an abyss of clichés , depression and bad alternative music .	0.305560	0	1	10453
No one can doubt the filmmakers ' motives , but The Guys still feels counterproductive .	0.291670	0	1	10454
A very slow , uneventful ride around a pretty tattered old carousel .	0.250000	0	1	10455
With little visible talent and no energy , Colin Hanks is in bad need of major acting lessons and maybe a little coffee .	0.125000	0	0	10456
`` Feardotcom '' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel , but it simply becomes a routine shocker .	0.555560	1	2	10457
A Meatballs for the bare-midriff generation .	0.527780	1	2	10458
Well-meaning to a fault , Antwone Fisher manages the dubious feat of turning one man 's triumph of will into everyman 's romance comedy .	0.486110	0	2	10459
Seemingly disgusted with the lazy material and the finished product 's unshapely look , director Fisher Stevens inexplicably dips key moments from the film in Waking Life water colors .	0.208330	0	1	10460
Formula 51 promises a new kind of high but delivers the same old bad trip .	0.250000	0	1	10461
Everything that was right about Blade is wrong in its sequel .	0.222220	0	1	10462
A few energetic stunt sequences briefly enliven the film , but the wheezing terrorist subplot has n't the stamina for the 100-minute running time , and the protagonists ' bohemian boorishness mars the spirit of good clean fun .	0.597220	1	2	10463
The film was produced by Jerry Bruckheimer and directed by Joel Schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one ( and no one ) .	0.250000	0	1	10464
Disney again ransacks its archives for a quick-buck sequel .	0.208330	0	1	10465
Coarse , cliched and clunky , this trifling romantic comedy in which opposites attract for no better reason than that the screenplay demands it squanders the charms of stars Hugh Grant and Sandra Bullock .	0.069444	0	0	10466
Anyone who suffers through this film deserves , at the very least , a big box of consolation candy .	0.083333	0	0	10467
How much you are moved by the emotional tumult of ( François and Michèle 's ) relationship depends a lot on how interesting and likable you find them .	0.555560	1	2	10468
They presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes .	0.375000	0	1	10469
Collapses after 30 minutes into a slap-happy series of adolescent violence .	0.152780	0	0	10470
The following things are not at all entertaining : The bad sound , the lack of climax and , worst of all , watching Seinfeld ( who is also one of the film 's producers ) do everything he can to look like a good guy .	0.180560	0	0	10471
Attal 's hang-ups surrounding infidelity are so old-fashioned and , dare I say , outdated , it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident .	0.277780	0	1	10472
Obvious , obnoxious and didactic burlesque .	0.069444	0	0	10473
The most surprising thing about this film is that they are actually releasing it into theaters .	0.152780	0	0	10474
Michele is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously .	0.250000	0	1	10475
Ultimately , clarity matters , both in breaking codes and making movies .	0.444440	0	2	10476
Enigma lacks it .	0.291670	0	1	10477
Potty-mouthed enough for PG-13 , yet not as hilariously raunchy as South Park , this strangely schizo cartoon seems suited neither to kids or adults .	0.333330	0	1	10478
... has its moments , but ultimately , its curmudgeon does n't quite make the cut of being placed on any list of favorites .	0.430560	0	2	10479
A distinctly minor effort that will be seen to better advantage on cable , especially considering its barely feature-length running time of one hour .	0.222220	0	1	10480
Most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement .	0.097222	0	0	10481
In the end , Tuck Everlasting falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in .	0.388890	0	1	10482
Rather less than the sum of its underventilated père-fils confrontations .	0.236110	0	1	10483
McKay shows crushingly little curiosity about , or is ill-equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0.166670	0	0	10484
Plays like a series of vignettes -- clips of a film that are still looking for a common through-line .	0.277780	0	1	10485
New Yorkers always seem to find the oddest places to dwell ...	0.513890	1	2	10486
Amid the shock and curiosity factors , the film is just a corny examination of a young actress trying to find her way .	0.305560	0	1	10487
Yes , Spirited Away is a triumph of imagination , but it 's also a failure of storytelling .	0.361110	0	1	10488
A characteristically engorged and sloppy coming-of-age movie .	0.236110	0	1	10489
A somewhat disappointing and meandering saga .	0.458330	0	2	10490
Whenever you think you 've seen the end of the movie , we cut to a new scene , which also appears to be the end .	0.347220	0	1	10491
But , no , we get another scene , and then another .	0.416670	0	2	10492
You begin to long for the end credits as the desert does for rain .	0.055556	0	0	10493
An empty , ugly exercise in druggy trance-noir and trumped-up street credibility .	0.444440	0	2	10494
The screenplay , co-written by director Imogen Kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing .	0.277780	0	1	10495
The milieu is wholly unconvincing ... and the histrionics reach a truly annoying pitch .	0.361110	0	1	10496
Unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters .	0.125000	0	0	10497
Each story is built on a potentially interesting idea , but the first two are ruined by amateurish writing and acting , while the third feels limited by its short running time .	0.208330	0	1	10498
Except for Paymer as the boss who ultimately expresses empathy for Bartleby 's pain , the performances are so stylized as to be drained of human emotion .	0.416670	0	2	10499
Will no doubt delight Plympton 's legion of fans ; others may find 80 minutes of these shenanigans exhausting .	0.513890	1	2	10500
The laughs are as rare as snake foo yung .	0.347220	0	1	10501
For a film that celebrates radical , nonconformist values , What to Do in Case of Fire ?	0.583330	1	2	10502
lazily and glumly settles into a most traditional , reserved kind of filmmaking .	0.236110	0	1	10503
Knockaround Guys plays like a student film by two guys who desperately want to be Quentin Tarantino when they grow up .	0.222220	0	1	10504
But they lack their idol 's energy and passion for detail .	0.319440	0	1	10505
Mattei so completely loses himself to the film 's circular structure to ever offer any insightful discourse on , well , Love in the Time of Money .	0.263890	0	1	10506
It briefly flirts with player masochism , but the point of real interest - -- audience sadism -- is evaded completely .	0.486110	0	2	10507
Holland lets things peter out midway , but it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals .	0.652780	1	3	10508
For every articulate player , such as skateboarder Tony Hawk or BMX rider Mat Hoffman , are about a half dozen young Turks angling to see how many times they can work the words `` radical '' or `` suck '' into a sentence .	0.277780	0	1	10509
There 's not a fresh idea at the core of this tale .	0.277780	0	1	10510
An impenetrable and insufferable ball of pseudo-philosophic twaddle .	0.263890	0	1	10511
It 's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .	0.305560	0	1	10512
I liked the movie , but I know I would have liked it more if it had just gone that one step further .	0.652780	1	3	10513
I 'm left slightly disappointed that it did n't .	0.333330	0	1	10514
Dreary tale of middle-class angst	0.291670	0	1	10515
For a movie about the power of poetry and passion , there is precious little of either .	0.388890	0	1	10516
( Jackson and Bledel ) seem to have been picked not for their acting chops , but for their looks and appeal to the pre-teen crowd .	0.319440	0	1	10517
Lillard and Cardellini earn their Scooby Snacks , but not anyone else .	0.527780	1	2	10518
Like Schindler 's List , The Grey Zone attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way .	0.222220	0	1	10519
An unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the DV revolution has cheapened the artistry of making a film .	0.027778	0	0	10520
( Screenwriter ) Pimental took the Farrelly Brothers comedy and feminized it , but it is a rather poor imitation .	0.430560	0	2	10521
It 's kind of sad that so many people put so much time and energy into this turkey .	0.208330	0	1	10522
Friday After Next is a lot more bluster than bite .	0.319440	0	1	10523
Its juxtaposition of overwrought existentialism and stomach-churning gore will have you forever on the verge of either cracking up or throwing up .	0.500000	0	2	10524
A decidedly mixed bag .	0.430560	0	2	10525
There are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .	0.138890	0	0	10526
Ice Cube is n't quite out of ripe screwball ideas , but Friday After Next spreads them pretty thin .	0.305560	0	1	10527
Not everything in the film works , including its somewhat convenient ending .	0.472220	0	2	10528
The characters , cast in impossibly contrived situations , are totally estranged from reality .	0.347220	0	1	10529
Everything else about High Crimes is , like the military system of justice it portrays , tiresomely regimented .	0.527780	1	2	10530
Just dreadful .	0.152780	0	0	10531
I do n't blame Eddie Murphy but should n't Owen Wilson know a movie must have a story and a script ?	0.097222	0	0	10532
Sweet Home Alabama certainly wo n't be remembered as one of ( Witherspoon 's ) better films .	0.277780	0	1	10533
hard as this may be to believe , Here on Earth , a surprisingly similar teen drama , was a better film .	0.388890	0	1	10534
This is just lazy writing .	0.166670	0	0	10535
Even kids deserve better .	0.222220	0	1	10536
The pretensions -- and disposable story -- sink the movie .	0.277780	0	1	10537
And Diesel is n't the actor to save it .	0.250000	0	1	10538
Bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of Castro so predominantly charitable it can only be seen as propaganda .	0.486110	0	2	10539
... a preachy parable stylized with a touch of John Woo bullet ballet .	0.500000	0	2	10540
Frank Capra played this story straight .	0.666670	1	3	10541
But the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes .	0.194440	0	0	10542
How about starting with a more original story instead of just slapping extreme humor and gross-out gags on top of the same old crap ?	0.444440	0	2	10543
The problem is that for the most part , the film is deadly dull .	0.180560	0	0	10544
Handled correctly , Wilde 's play is a masterpiece of elegant wit and artifice .	0.930560	1	4	10545
Here , alas , it collapses like an overcooked soufflé .	0.166670	0	0	10546
`` Sorority Boys '' was funnier , and that movie was pretty bad .	0.111110	0	0	10547
A bizarre piece of work , with premise and dialogue at the level of kids ' television and plot threads as morose as teen pregnancy , rape and suspected murder	0.277780	0	1	10548
Paul Bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 .	0.375000	0	1	10549
It 's a gag that 's worn a bit thin over the years , though Do n't Ask still finds a few chuckles .	0.500000	0	2	10550
An uplifting drama ... What Antwone Fisher is n't , however , is original .	0.500000	0	2	10551
Often likable , but just as often it 's meandering , low on energy , and too eager to be quirky at moments when a little old-fashioned storytelling would come in handy .	0.722220	1	3	10552
Certain to be distasteful to children and adults alike , Eight Crazy Nights is a total misfire .	0.055556	0	0	10553
Elaborate special effects take centre screen , so that the human story is pushed to one side .	0.625000	1	3	10554
Showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .	0.263890	0	1	10555
All the characters are clinically depressed and have abandoned their slim hopes and dreams .	0.347220	0	1	10556
This Tuxedo ... should have been sent back to the tailor for some major alterations .	0.138890	0	0	10557
I have no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .	0.555560	1	2	10558
But first , you have to give the audience a reason to want to put for that effort	0.361110	0	1	10559
Been there , done that ... a thousand times already , and better .	0.305560	0	1	10560
What 's most offensive is n't the waste of a good cast , but the film 's denial of sincere grief and mourning in favor of bogus spiritualism .	0.055556	0	0	10561
Sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .	0.166670	0	0	10562
Fans of Plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .	0.250000	0	1	10563
Barrels along at the start before becoming mired in sentimentality .	0.486110	0	2	10564
None of this sounds promising and , indeed , the first half of Sorority Boys is as appalling as any ` comedy ' to ever spill from a projector 's lens .	0.055556	0	0	10565
The kind of movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics .	0.388890	0	1	10566
` Punch-Drunk Love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '	0.111110	0	0	10567
At once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance .	0.305560	0	1	10568
The trashy teen-sleaze equivalent of Showgirls .	0.236110	0	1	10569
While the production details are lavish , film has little insight into the historical period and its artists , particularly in how Sand developed a notorious reputation .	0.388890	0	1	10570
A crass and insulting homage to great films like Some Like It Hot and the John Wayne classics .	0.083333	0	0	10571
What 's the most positive thing that can be said about the new Rob Schneider vehicle ?	0.486110	0	2	10572
Well , it 's not as pathetic as The Animal .	0.416670	0	2	10573
With all the sympathy , empathy and pity fogging up the screen ... His Secret Life enters the land of unintentional melodrama and tiresome love triangles .	0.291670	0	1	10574
The problematic characters and overly convenient plot twists foul up Shum 's good intentions .	0.277780	0	1	10575
What ` Blade Runner ' would 've looked like as a low-budget series on a UHF channel .	0.333330	0	1	10576
Has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release .	0.222220	0	1	10577
With its lackadaisical plotting and mindless action , All About the Benjamins evokes the bottom tier of blaxploitation flicks from the 1970s .	0.333330	0	1	10578
It never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .	0.611110	1	3	10579
Loud , silly , stupid and pointless .	0.111110	0	0	10580
Mandel Holland 's direction is uninspired , and his scripting unsurprising , but the performances by Phifer and Black are ultimately winning .	0.527780	1	2	10581
You 'll find yourself wishing that you and they were in another movie .	0.069444	0	0	10582
A yawn-provoking little farm melodrama .	0.180560	0	0	10583
Did no one on the set have a sense of humor , or did they not have the nerve to speak up ?	0.305560	0	1	10584
Seriously , rent the Disney version .	0.333330	0	1	10585
As David Letterman and The Onion have proven , the worst of tragedies can be fertile sources of humor , but Lawrence has only a fleeting grasp of how to develop them .	0.166670	0	0	10586
Like its parade of predecessors , this Halloween is a gory slash-fest .	0.625000	1	3	10587
It ca n't escape its past , and it does n't want to .	0.555560	1	2	10588
`` Abandon '' will leave you wanting to abandon the theater .	0.000000	0	0	10589
Problem is , we have no idea what in creation is going on .	0.291670	0	1	10590
A live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind .	0.652780	1	3	10591
A loquacious and dreary piece of business .	0.388890	0	1	10592
What the audience feels is exhaustion , from watching a movie that is dark ( dark green , to be exact ) , sour , bloody and mean .	0.277780	0	1	10593
director Hoffman , his writer and Kline 's agent should serve detention	0.166670	0	0	10594
Dodgy mixture of cutesy romance , dark satire and murder mystery .	0.458330	0	2	10595
Meticulously mounted , exasperatingly well-behaved film , which ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant .	0.680560	1	3	10596
Time of Favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation .	0.319440	0	1	10597
I 'm not sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche .	0.097222	0	0	10598
While Serving Sara does have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza , there 's nothing here to match that movie 's intermittent moments of inspiration .	0.430560	0	2	10599
I 'm not sure which is worse : the poor acting by the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen .	0.055556	0	0	10600
The only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .	0.222220	0	1	10601
Whatever about warning kids about the dangers of ouija boards , someone should dispense the same advice to film directors .	0.402780	0	2	10602
As with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .	0.305560	0	1	10603
The Irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .	0.152780	0	0	10604
If routine action and jokes like this are your cup of tea , then pay your $ 8 and get ready for the big shear .	0.263890	0	1	10605
This is one baaaaaaaaad movie .	0.069444	0	0	10606
A man leaving the screening said the film was better than Saving Private Ryan .	0.833330	1	4	10607
He may have meant the Internet short Saving Ryan 's Privates .	0.458330	0	2	10608
But Windtalkers does n't beat that one , either .	0.305560	0	1	10609
May puzzle his most ardent fans .	0.277780	0	1	10610
Starts as a tart little lemon drop of a movie and ends up as a bitter pill .	0.277780	0	1	10611
We never feel anything for these characters , and as a result the film is basically just a curiosity .	0.277780	0	1	10612
Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewildering .	0.416670	0	2	10613
Ritchie may not have a novel thought in his head , but he knows how to pose Madonna .	0.472220	0	2	10614
The story , touching though it is , does not quite have enough emotional resonance or variety of incident to sustain a feature , and even at 85 minutes it feels a bit long .	0.430560	0	2	10615
Feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .	0.250000	0	1	10616
While you have to admit it 's semi-amusing to watch Robert DeNiro belt out `` When you 're a Jet , you 're a Jet all the way , '' it 's equally distasteful to watch him sing the lyrics to `` Tonight . ''	0.263890	0	1	10617
The whole mess boils down to a transparently hypocritical work that feels as though it 's trying to set the women 's liberation movement back 20 years . '	0.055556	0	0	10618
... the cast portrays their cartoon counterparts well ... but quite frankly , Scoob and Shag do n't eat enough during the film . '	0.347220	0	1	10619
More of the same old garbage Hollywood has been trying to pass off as acceptable teen entertainment for some time now .	0.111110	0	0	10620
TV skit-com material fervently deposited on the big screen .	0.319440	0	1	10621
( Johnnie To and Wai Ka Fai are ) sure to find an enthusiastic audience among American action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .	0.319440	0	1	10622
If there was ever a movie where the upbeat ending feels like a copout , this is the one .	0.277780	0	1	10623
It 's as sorry a mess as its director 's diabolical debut , Mad Cows .	0.180560	0	0	10624
Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .	0.236110	0	1	10625
Its audacious ambitions sabotaged by pomposity , Steven Soderbergh 's space opera emerges as a numbingly dull experience .	0.277780	0	1	10626
Despite some strong performances , never rises above the level of a telanovela .	0.347220	0	1	10627
This is a picture that Maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool .	0.402780	0	2	10628
Feels slight , as if it were an extended short , albeit one made by the smartest kids in class .	0.416670	0	2	10629
Unspeakable , of course , barely begins to describe the plot and its complications .	0.138890	0	0	10630
Vulgar is too optimistic a title .	0.152780	0	0	10631
The actors pull out all the stops in nearly every scene , but to diminishing effect .	0.416670	0	2	10632
The characters never change .	0.347220	0	1	10633
If The Last Man were the last movie left on earth , there would be a toss-up between presiding over the end of cinema as we know it and another night of delightful hand shadows .	0.347220	0	1	10634
Welles groupie\/scholar Peter Bogdanovich took a long time to do it , but he 's finally provided his own broadside at publishing giant William Randolph Hearst .	0.611110	1	3	10635
Makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it in the first place .	0.347220	0	1	10636
Even as I valiantly struggled to remain interested , or at least conscious , I could feel my eyelids ... getting ... very ... heavy ...	0.013889	0	0	10637
A bad movie that happened to good actors .	0.180560	0	0	10638
Boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .	0.263890	0	1	10639
Screenwriter Dan Schneider and director Shawn Levy substitute volume and primary colors for humor and bite .	0.680560	1	3	10640
Oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .	0.194440	0	0	10641
That such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .	0.069444	0	0	10642
It all starts to smack of a Hallmark Hall of Fame , with a few four letter words thrown in that are generally not heard on television .	0.277780	0	1	10643
Rarely has a film 's title served such dire warning .	0.194440	0	0	10644
If you saw Benigni 's Pinocchio at a public park , you 'd grab your kids and run and then probably call the police .	0.263890	0	1	10645
The animation is competent , and some of the gags are quite funny , but Jonah ... never shakes the oppressive , morally superior good-for-you quality that almost automatically accompanies didactic entertainment .	0.472220	0	2	10646
The pace of the film is very slow ( for obvious reasons ) and that too becomes off-putting .	0.513890	1	2	10647
Mr. Wollter and Ms. Seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear .	0.361110	0	1	10648
Shafer 's feature does n't offer much in terms of plot or acting .	0.305560	0	1	10649
In his role of observer of the scene , Lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature .	0.291670	0	1	10650
( T ) he ideas of Revolution # 9 are more compelling than the execution	0.375000	0	1	10651
The film did n't convince me that Calvin Jr. 's Barbershop represents some sort of beacon of hope in the middle of Chicago 's South Side .	0.277780	0	1	10652
What happens when something goes bump in the night and nobody cares ?	0.250000	0	1	10653
Despite some comic sparks , Welcome to Collinwood never catches fire .	0.250000	0	1	10654
Director George Hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place .	0.222220	0	1	10655
Shows moments of promise but ultimately succumbs to cliches and pat storytelling .	0.319440	0	1	10656
Even accepting this in the right frame of mind can only provide it with so much leniency .	0.347220	0	1	10657
Some Body is a shaky , uncertain film that nevertheless touches a few raw nerves .	0.652780	1	3	10658
All the small moments and flashbacks do n't add up to much more than trite observations on the human condition .	0.388890	0	1	10659
( A ) stale retread of the '53 original .	0.305560	0	1	10660
One thing 's for sure -- if George Romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head .	0.263890	0	1	10661
For dance completists only .	0.180560	0	0	10662
Spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations	0.125000	0	0	10663
It would n't matter so much that this arrogant Richard Pryor wannabe 's routine is offensive , puerile and unimaginatively foul-mouthed if it was at least funny .	0.250000	0	1	10664
The locale ... remains far more interesting than the story at hand .	0.375000	0	1	10665
Yo , it 's The Days Of Our Lives meets Electric Boogaloo .	0.430560	0	2	10666
