key	text	target
261	is is orange company blue color apple is company blue apple blue color google orange is a color color orange fruit google a google orange color apple color fruit orange fruit blue color color company blue orange orange orange a a a is fruit orange is blue blue apple color company apple orange color apple company orange company a company apple is fruit is company blue google is apple color blue is color fruit google fruit google fruit google a fruit a google fruit apple company orange is	21
262	orange orange color fruit fruit orange google orange a google color orange google fruit apple fruit blue fruit color google a orange google orange color google company apple color orange company blue fruit a google company apple fruit company company blue apple apple company blue company blue blue is company apple is orange apple orange blue orange color a fruit google orange a fruit orange company a fruit google company orange company blue fruit orange a color google apple a blue apple blue apple color company a fruit orange apple a company is orange company blue blue color google google apple blue fruit google	19
263	company fruit color apple company blue orange orange orange apple fruit google google fruit apple apple color a blue a orange color orange blue orange fruit blue blue a a orange orange color a is blue apple a color a a is google company orange company apple company apple orange a fruit blue orange fruit orange a is apple is blue color color fruit is orange google is color is orange company google a google orange color blue a is a color is a blue apple blue is company a color a orange google company a a a google blue color blue is	2
264	apple company apple fruit fruit apple orange fruit is fruit blue orange blue is blue fruit is color a color fruit company orange color blue blue blue blue apple company is is company is color blue is apple apple blue a is color is blue company company blue blue is is google company fruit color company fruit a orange fruit company company is google color blue orange orange blue color apple apple is apple google blue blue google color is apple google orange blue blue is a fruit apple is orange apple is blue orange company a google orange	40
265	apple is company fruit is a a fruit is apple apple fruit company google google google google is google fruit apple fruit google fruit google apple company google orange a color google fruit blue color a fruit google fruit blue blue a color company is blue apple is orange blue blue apple blue apple company apple color company orange company a apple orange company a blue google a color google google google is blue fruit a apple apple google color blue orange apple color blue a company apple google color company google google google a a apple fruit a a company a fruit a google is orange	11
266	google company google google google color orange is company a google apple google is google company a color blue google company fruit company is google google is a is is google company orange is color color blue company google orange is blue color is a blue apple company fruit orange apple apple blue orange google a google company apple orange apple company is fruit a is a google orange company apple apple is is a blue color blue google company a fruit company orange google company is google fruit is apple color apple company orange blue blue blue apple a company	15
267	a orange apple company color is is blue color is fruit a google blue a company company a orange company fruit blue a color company company orange orange fruit orange fruit a color blue a color apple color apple google blue google blue a apple fruit blue blue fruit color apple fruit fruit color company color is apple blue company google color a apple fruit apple is fruit apple orange company company apple blue apple company a fruit google blue blue blue color google company orange google fruit a apple blue color blue apple blue blue orange apple color color apple apple a google blue	39
268	google blue google fruit a blue apple orange fruit fruit color orange apple google google apple google blue fruit color is apple company is blue orange is orange color is color blue google orange company color a a orange google company company fruit a color is a google color color orange company apple fruit google google apple orange color color fruit google a google blue blue google blue blue google color orange a a blue fruit a color is company fruit blue company apple orange blue fruit google google is a a blue google color orange apple google is color a company company orange fruit google a apple orange fruit orange google blue fruit blue fruit orange a blue apple orange	4
269	is google blue fruit a apple blue orange color color orange google color company color google orange a company apple is fruit color a google color google color orange company fruit orange apple is fruit fruit company google is fruit company company apple is is google apple color is a a apple google google apple google blue orange apple fruit google fruit company color blue fruit blue fruit fruit orange google apple a google is is company company fruit blue google is orange is a company apple blue is color apple is fruit orange a orange color orange google fruit blue company fruit a company company google company a apple company	17
270	google is company blue apple fruit orange orange google orange color a color apple is blue is apple blue is apple apple blue google is color apple color color a orange color google company fruit is color is is orange fruit google a company is apple apple fruit blue fruit google color orange google is color color a color blue is is is is fruit orange blue company a blue company color apple google is a color a a color company color orange color color color is fruit orange a google color apple color	18
271	company company color google is company color google color google fruit blue fruit is blue google fruit fruit is company blue google google a company color color apple orange fruit a blue color company a a google color apple orange color google color apple company company apple a google apple orange blue apple fruit orange color a a orange a is a fruit company company company company is color fruit is orange orange color google company blue blue orange color orange color google fruit is color google company a orange apple a company	14
272	is fruit apple orange is color a fruit is color is apple google a company blue company blue is apple company orange orange company color blue orange is apple orange apple fruit fruit apple blue is company color blue apple fruit is apple color orange is apple a color company blue color apple color orange is fruit apple is blue is apple apple blue a apple is blue apple company is blue google orange orange a fruit fruit company google is color google apple apple a apple a google a fruit orange fruit blue a apple blue is color apple	27
273	company blue a orange a orange google google fruit apple a fruit google orange google orange company blue google apple company fruit google is apple orange fruit apple a apple color orange google apple a apple google orange company color google is company fruit fruit blue google blue orange fruit a a apple orange color fruit color google company fruit google google blue orange color color blue blue color company color blue color fruit apple color blue blue orange color fruit orange google color color orange company color fruit company fruit fruit google blue blue google google	38
274	a google blue orange color blue color a orange is color is apple is company google blue apple google google google google color company apple company google a a apple fruit orange google apple a color a apple google color company orange google google blue color orange orange fruit company color apple google apple fruit apple fruit google is blue blue orange blue blue orange google fruit color is apple orange color apple a orange orange google company color google is is blue fruit google orange is color a blue company orange apple color blue fruit fruit google color orange	38
275	company orange a a blue blue color blue a company blue fruit is google is google is is fruit orange company orange color apple a orange a google blue fruit is company apple is google color company company apple apple blue apple company apple google blue company apple company orange a fruit color google is apple color apple color company fruit blue blue fruit fruit company blue orange blue blue is company color a company a company company is apple color is color blue company blue a color	27
276	is is orange orange blue color google fruit is apple orange a orange is is fruit google orange apple company fruit fruit orange a fruit blue fruit apple a color company blue blue a a is is color google is color a blue company a fruit orange apple blue color is company orange company company google apple a apple blue fruit orange blue blue fruit google company is google google is fruit company a orange apple google company google a color orange a blue a orange apple is google blue fruit a company a blue company color a company company apple orange company apple apple orange is orange blue is a orange blue fruit apple color a is	14
277	color fruit is company company apple is blue a orange a google company google apple google orange google orange fruit a fruit a company apple color blue orange google is fruit is color company orange apple a blue google blue orange is company company color google company color a apple is blue color company apple orange google fruit apple blue a orange is orange google fruit color orange blue company fruit blue company is apple color	34
278	a fruit google fruit apple google orange company is apple is google company google is is orange a google google company apple a a company apple company blue google google fruit color google google a color apple orange orange is fruit a color blue fruit color google blue blue fruit fruit fruit apple orange orange color is fruit blue is apple fruit color company is fruit a a apple fruit fruit apple company google apple a blue a company google apple orange color company orange google fruit google blue apple orange fruit color a company a a fruit a fruit a apple apple blue	10
279	is is google orange fruit blue company company fruit orange apple google fruit apple orange blue company blue is company orange a blue google orange google apple google orange color blue is apple apple is orange company google orange is color is color fruit is apple color orange a google color orange google blue fruit google fruit blue google fruit is company fruit blue google is apple fruit color google blue company a is company company a apple color a blue a fruit color color is company is fruit apple apple fruit fruit blue blue blue google fruit apple fruit company apple google company apple blue apple blue company google apple a a	1
280	fruit blue color company blue apple is orange company is is orange apple apple company color a blue color fruit a apple color apple color blue google is is blue company fruit orange a google is fruit a a color a apple company apple blue color orange color blue company fruit apple blue company fruit is a is apple google company blue orange blue apple a fruit is google color color company company a color fruit apple google is company color orange fruit blue orange blue fruit a is a google color fruit fruit blue	19
281	is fruit blue fruit fruit google fruit color apple color company color color color google orange company blue color is is is fruit is company is is orange apple a google orange fruit google company apple orange fruit company is google color company blue color company company is is apple fruit blue google blue is blue fruit company blue company company fruit color a apple orange color fruit blue orange company orange fruit is a google a fruit google color color google fruit is blue google is fruit apple blue a fruit apple company is apple apple company blue orange blue company fruit google a apple is google blue is company apple orange apple color	39
282	is google a is fruit fruit color blue a apple color company google a is company a blue orange google orange apple apple a blue color google fruit company google company is a google blue google is color blue orange apple orange a apple is google a a apple blue apple is is a google orange color color a company google orange color company apple is is google fruit apple blue fruit a google a blue color a blue color apple google is blue fruit company company company blue apple fruit orange blue a fruit	34
283	is orange a fruit apple company fruit is is blue is orange company apple blue color blue company orange orange is color a company a is orange is google is color company is orange is apple fruit google google apple color company orange orange is apple fruit apple company company company company a color google a is google google fruit blue blue is color a google apple orange a is blue apple google fruit is a color google is a apple orange apple apple fruit apple apple apple google color is apple color google a apple company a apple company is color blue apple orange	37
284	apple orange fruit company is fruit company company blue orange color color google a apple blue blue apple fruit apple color is orange orange google color color color fruit google blue blue blue fruit blue a apple orange is fruit a apple orange a orange apple a apple a color blue company blue orange a fruit blue google orange a blue a blue apple color fruit a apple blue blue fruit apple google blue orange apple blue orange orange color fruit orange a fruit company is google color google apple fruit google blue company is company company apple is google a google google orange google google a is	18
285	a color company orange is company blue apple fruit orange orange orange blue google google color orange apple a blue fruit color blue blue fruit blue apple is apple blue fruit company is company fruit blue orange company company orange orange company color blue google color apple google company apple a fruit fruit a apple orange blue fruit color google google apple is google orange fruit fruit color orange is fruit orange color color blue fruit company fruit orange color is blue apple a blue google a is a fruit company a blue	30
286	is color company is company apple google company blue blue fruit a apple apple a blue apple google apple color is company google google orange a is color fruit company is google is google company color google company blue blue is color apple orange color google blue company orange orange fruit google is fruit fruit company blue blue is blue company orange color is google fruit is company fruit orange a a company color google a apple company color fruit company company google apple apple blue blue apple orange apple orange blue color fruit company apple company blue color is a company a is a a a orange company fruit blue orange blue is company	28
287	fruit color color blue color color color apple company apple is fruit a company apple google color orange company apple apple google a apple company orange google fruit apple google apple fruit color a google fruit a a apple a orange blue company color fruit blue a google color google company a a fruit apple color color color apple apple a fruit blue company fruit apple a is fruit orange is orange apple company is company company is apple orange a blue google color fruit blue color color google orange color is blue company color color google fruit fruit apple	29
288	apple orange is a orange orange blue fruit color a fruit a orange company blue apple blue color color a fruit apple color is company company company color a fruit fruit a fruit color color google google orange fruit company apple blue fruit blue is blue blue orange blue color blue color blue apple company is color apple color google google fruit a google fruit fruit blue color google google company color a google orange color color color a company company a a company is is company blue fruit google orange apple orange company apple	26
289	google blue fruit a google apple fruit company google orange company apple a google orange orange google apple blue orange color fruit apple apple blue blue blue color apple color blue a apple is orange apple company google orange apple blue apple blue color apple orange blue is company apple company color is orange blue company is blue is a is is orange orange apple blue a fruit fruit orange fruit apple is a company fruit apple a apple a apple fruit orange orange color is a blue fruit	50
290	google is a google apple fruit blue apple orange color company is a fruit google fruit google a fruit orange company blue fruit orange a company orange google is apple google color fruit fruit color company company company blue orange apple apple a is a is color google orange is a blue apple fruit apple is color orange color fruit company a color apple is google fruit a blue company google blue is a fruit google orange fruit blue google is is orange a color company blue color apple blue color fruit a a	25
291	is blue a company is google company apple is company google orange is orange apple google blue orange company fruit apple apple company apple orange color is blue color company orange fruit a orange a google orange is blue fruit fruit blue fruit blue color a orange company color fruit a google apple fruit company fruit a apple fruit fruit orange color orange apple google orange fruit orange color color is fruit color orange google a orange color company is a blue fruit blue color apple color a fruit blue is company color blue color fruit color apple a	26
292	company apple company google color company company color blue blue company blue apple a is orange company orange apple color apple apple company blue a fruit a a is apple orange orange fruit orange is apple color company google a apple fruit orange blue a color google google company blue blue apple google apple orange is company google company orange is orange color blue is apple is company orange google fruit google fruit a company orange blue apple orange fruit orange apple company is a google apple orange company color blue is	5
293	fruit fruit blue color google a apple apple orange blue blue orange a fruit a orange color orange apple blue orange color company color a color google google apple is fruit google a a color company orange company is google fruit fruit is google apple fruit google google orange apple a color company apple is company fruit a color orange orange a fruit color google is orange a a google fruit fruit a a company blue company apple blue blue blue company company orange is blue a google orange fruit	28
294	apple blue a color blue company color fruit company apple is google orange orange company fruit blue google apple blue is fruit is blue a apple color is is apple is google google a fruit fruit fruit color is color apple apple color blue apple is a a blue company blue a is apple blue orange is company blue is a fruit fruit is apple apple orange google google is a a company fruit apple a company fruit apple company google fruit a google blue orange blue blue orange color blue google company fruit apple google orange orange color google color orange blue blue company apple color apple color is color google company apple blue company	14
295	fruit company color blue company blue company is orange blue blue company a a orange blue fruit orange color color apple is company fruit fruit is company is color google google blue company google fruit fruit google fruit google fruit fruit google apple fruit orange blue google company company color fruit apple blue orange is color fruit fruit google google a a is color apple fruit a is a company company fruit apple blue is blue google company google apple fruit blue blue color color color orange a orange orange is company a google google blue fruit	41
296	google color blue orange orange a apple orange fruit google a apple google color a is a blue fruit is blue blue apple fruit blue apple blue company google orange google google a google apple apple a color orange color apple orange color is company company orange is blue google blue apple a blue apple blue apple blue apple blue company orange is blue a google color orange apple color a blue fruit blue orange color company apple a google company color fruit company is is apple blue color company fruit blue blue orange fruit fruit color color company color company google is	48
297	blue is company color apple a blue is company apple company fruit apple google company a orange a is a google apple color google fruit a google blue google is apple color company color color blue color apple is is fruit blue fruit color fruit a is a color color apple is apple orange company is fruit is color apple company is blue fruit google a a company apple a apple is google apple is is blue blue blue color color orange	45
298	fruit company color orange apple orange company blue a is blue google fruit a blue google orange google company color company google color blue blue orange blue fruit apple fruit fruit orange a is orange fruit google is a blue a fruit orange blue is color orange apple apple orange is apple a a google google apple google google a apple color google blue google apple fruit fruit fruit color a company apple fruit a blue a apple orange color a google google blue is google orange apple color company orange company fruit apple apple fruit	4
299	is blue a color fruit color orange fruit fruit orange is a company blue blue company is company company blue fruit company orange apple google google a apple a google is a is google a company is fruit orange is is google google orange blue color orange is color orange orange orange color color a google orange is orange apple google is fruit is orange a company company apple company blue apple fruit google is color company apple orange apple color orange orange color google company fruit a is is a orange blue color is orange a is apple company color orange apple orange google color a fruit a blue apple color google is fruit blue color orange color is blue a	8
300	google apple apple color fruit fruit is blue company is apple is is a company company company orange fruit company fruit google google is fruit orange color color a a google color color orange google a a apple color color is is is google orange is orange google orange blue orange apple blue is apple google orange google google a orange blue google is apple apple company blue color is blue apple fruit fruit color is company color apple color color orange blue google is fruit google company orange apple fruit color fruit is company company color color apple color is orange is blue is	2
